Location,Carpet Area,Transaction,Furnishing,Bathroom,Balcony,BHK,FlatFloor,TotalFloors,ParkingNumbers,Parking Type,SalePrice(in Crores),state
Zirakpur,1200.0,Resale,Semi-Furnished,2.0,2.0,3.0,2.0,2.0,0,Not Available,0.45,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,2.0,2.0,3.0,5.0,10.0,0,Not Available,0.69,Punjab
Zirakpur,1400.0,New Property,Semi-Furnished,3.0,3.0,3.0,1.0,10.0,0,Not Available,0.7,Punjab
Zirakpur,550.0,New Property,Semi-Furnished,2.0,2.0,2.0,1.0,3.0,0,Not Available,0.29,Punjab
Zirakpur,1250.0,Resale,Furnished,2.0,2.0,3.0,2.0,11.0,1,Covered,0.45,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,1.0,3.0,1.0,3.0,0,Not Available,0.9,Punjab
Zirakpur,1420.0,New Property,Semi-Furnished,4.0,4.0,4.0,9.0,13.0,1,Open,1.23,Punjab
Zirakpur,300.0,Resale,Unfurnished,1.0,1.0,1.0,2.0,3.0,1,Open,0.255,Punjab
Zirakpur,1400.0,Resale,Unfurnished,3.0,2.0,3.0,1.0,5.0,1,Covered,0.6,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,1.0,3.0,7.0,8.0,0,Not Available,0.97,Punjab
Zirakpur,975.0,New Property,Semi-Furnished,3.0,3.0,3.0,6.0,8.0,0,Not Available,0.7190000000000001,Punjab
Zirakpur,1348.0,Resale,Semi-Furnished,2.0,4.0,3.0,1.0,12.0,1,Covered,0.8,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,2.0,4.0,1.0,3.0,0,Not Available,1.23,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,1.0,3.0,4.0,8.0,0,Not Available,0.98,Punjab
Zirakpur,1010.0,New Property,Semi-Furnished,3.0,3.0,3.0,1.0,3.0,1,Covered,0.395,Punjab
Zirakpur,900.0,New Property,Semi-Furnished,2.0,0.0,2.0,0.0,3.0,0,Not Available,0.349,Punjab
Zirakpur,750.0,New Property,Semi-Furnished,2.0,3.0,2.0,7.0,12.0,1,Covered,0.498,Punjab
Zirakpur,1400.0,New Property,Semi-Furnished,3.0,3.0,3.0,2.0,4.0,0,Not Available,0.65,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,1.0,3.0,2.0,3.0,0,Not Available,0.91,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,2.0,4.0,3.0,3.0,0,Not Available,1.24,Punjab
Zirakpur,1300.0,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,4.0,1,Covered,0.7290000000000001,Punjab
Zirakpur,880.0,Resale,Semi-Furnished,2.0,3.0,2.0,10.0,13.0,1,Covered,0.68,Punjab
Zirakpur,950.0,New Property,Semi-Furnished,2.0,2.0,3.0,2.0,3.0,1,Covered,0.605,Punjab
Zirakpur,1350.0,Resale,Semi-Furnished,3.0,3.0,3.0,4.0,5.0,0,Not Available,0.49,Punjab
Zirakpur,1100.0,New Property,Semi-Furnished,3.0,3.0,3.0,4.0,11.0,1,Covered,0.69,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,1.0,4.0,0,Not Available,0.263,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,4.0,3.0,2.0,10.0,1,Covered,0.7,Punjab
Zirakpur,1267.0,Resale,Semi-Furnished,3.0,4.0,3.0,12.0,12.0,1,Covered,0.5379999999999999,Punjab
Zirakpur,1760.0,Resale,Semi-Furnished,4.0,4.0,4.0,8.0,11.0,1,Covered,1.06,Punjab
Zirakpur,1090.0,Resale,Unfurnished,2.0,1.0,3.0,0.0,3.0,0,Not Available,0.325,Punjab
Zirakpur,1319.7980741426175,Resale,Furnished,3.0,4.0,3.0,10.0,10.0,1,Open,1.0,Punjab
Zirakpur,1700.0,Resale,Semi-Furnished,3.0,3.0,3.0,3.0,6.0,0,Not Available,0.47,Punjab
Zirakpur,1700.0,Resale,Semi-Furnished,3.0,3.0,3.0,2.0,8.0,0,Not Available,0.65,Punjab
Zirakpur,1500.0,Resale,Semi-Furnished,3.0,3.0,3.0,5.0,13.0,0,Not Available,0.8,Punjab
Zirakpur,1440.0,Resale,Semi-Furnished,3.0,1.0,3.0,3.0,3.0,0,Not Available,0.8,Punjab
Zirakpur,850.0,Resale,Semi-Furnished,2.0,3.0,2.0,3.0,13.0,1,Covered,0.65,Punjab
Zirakpur,1340.0,Resale,Unfurnished,3.0,2.0,3.0,5.0,6.0,1,Covered,0.5,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,2.0,2.0,2.0,5.0,9.0,1,Covered,0.626,Punjab
Zirakpur,999.0,Resale,Semi-Furnished,2.0,0.0,2.0,0.0,3.0,0,Not Available,0.319,Punjab
Zirakpur,1550.0,Resale,Semi-Furnished,3.0,3.0,3.0,2.0,6.0,0,Not Available,0.55,Punjab
Zirakpur,1300.0,Resale,Semi-Furnished,2.0,2.0,3.0,4.0,9.0,0,Not Available,0.52,Punjab
Zirakpur,1319.7980741426175,New Property,Unfurnished,3.0,2.0,3.0,2.0,4.0,1,Covered,0.525,Punjab
Zirakpur,1505.0,Resale,Semi-Furnished,4.0,3.0,4.0,11.0,11.0,1,Covered,1.15,Punjab
Zirakpur,1319.7980741426175,Resale,Furnished,4.0,0.0,4.0,0.0,1.0,0,Not Available,0.6,Punjab
Zirakpur,1100.0,Resale,Semi-Furnished,2.0,2.0,2.0,2.0,2.0,0,Not Available,0.25,Punjab
Zirakpur,1129.0,New Property,Semi-Furnished,3.0,2.0,4.0,1.0,3.0,1,Covered,0.745,Punjab
Zirakpur,1300.0,New Property,Furnished,3.0,3.0,3.0,3.0,3.0,1,Covered,1.22,Punjab
Zirakpur,2680.0,New Property,Furnished,4.0,2.0,5.0,2.0,2.0,0,Not Available,0.835,Punjab
Zirakpur,1860.0,Resale,Semi-Furnished,3.0,5.0,3.0,10.0,10.0,0,Not Available,1.15,Punjab
Zirakpur,983.0,New Property,Semi-Furnished,3.0,2.0,3.0,4.0,8.0,1,Covered,0.885,Punjab
Zirakpur,2800.0,Resale,Semi-Furnished,3.0,4.0,3.0,9.0,9.0,1,Open,0.65,Punjab
Zirakpur,1110.0,Resale,Unfurnished,3.0,5.0,3.0,11.0,13.0,0,Not Available,0.98,Punjab
Zirakpur,1450.0,Resale,Unfurnished,3.0,2.0,3.0,1.0,5.0,1,Covered,0.6,Punjab
Zirakpur,1595.0,Resale,Semi-Furnished,4.0,4.0,4.0,3.0,10.0,1,Covered,0.98,Punjab
Zirakpur,1200.0,Resale,Semi-Furnished,2.0,2.0,3.0,11.0,13.0,1,Covered,0.7,Punjab
Zirakpur,950.0,New Property,Semi-Furnished,2.0,2.0,3.0,2.0,4.0,1,Covered,0.535,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,4.0,3.0,9.0,9.0,0,Not Available,0.5,Punjab
Zirakpur,1985.0,Resale,Unfurnished,4.0,4.0,4.0,5.0,13.0,1,Covered,1.6,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,4.0,3.0,4.0,6.0,11.0,1,Covered,1.05,Punjab
Zirakpur,1150.0,New Property,Unfurnished,3.0,2.0,3.0,2.0,4.0,0,Not Available,0.65,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,4.0,4.0,6.0,11.0,1,Covered,1.05,Punjab
Zirakpur,825.0,New Property,Semi-Furnished,2.0,2.0,2.0,7.0,8.0,0,Not Available,0.56,Punjab
Zirakpur,1375.0,New Property,Semi-Furnished,4.0,4.0,4.0,4.0,17.0,2,Covered,1.39,Punjab
Zirakpur,1400.0,New Property,Semi-Furnished,4.0,1.0,3.0,5.0,11.0,0,Not Available,1.1,Punjab
Zirakpur,1200.0,Resale,Semi-Furnished,3.0,3.0,3.0,5.0,6.0,1,Covered,0.75,Punjab
Zirakpur,1650.0,Resale,Unfurnished,3.0,2.0,3.0,4.0,4.0,0,Not Available,0.64,Punjab
Zirakpur,942.0,New Property,Semi-Furnished,3.0,1.0,3.0,3.0,12.0,2,Covered,0.623,Punjab
Zirakpur,1950.0,Resale,Furnished,4.0,4.0,4.0,1.0,6.0,1,Covered,1.36,Punjab
Zirakpur,1000.0,Resale,Semi-Furnished,2.0,2.0,2.0,3.0,3.0,0,Not Available,0.38,Punjab
Zirakpur,1797.0,New Property,Semi-Furnished,3.0,2.0,3.0,1.0,4.0,1,Covered,0.639,Punjab
Zirakpur,1200.0,Resale,Semi-Furnished,3.0,4.0,3.0,9.0,9.0,0,Not Available,0.45,Punjab
Zirakpur,1155.0,New Property,Semi-Furnished,3.0,2.0,3.0,4.0,4.0,1,Covered,0.765,Punjab
Zirakpur,1720.0,Resale,Unfurnished,3.0,3.0,3.0,3.0,13.0,1,Covered,1.0,Punjab
Zirakpur,1450.0,New Property,Furnished,3.0,3.0,3.0,1.0,13.0,0,Not Available,0.5,Punjab
Zirakpur,750.0,New Property,Semi-Furnished,3.0,3.0,3.0,3.0,3.0,1,Covered,0.389,Punjab
Zirakpur,950.0,New Property,Semi-Furnished,2.0,2.0,3.0,2.0,4.0,1,Covered,0.5589999999999999,Punjab
Zirakpur,1100.0,New Property,Semi-Furnished,3.0,3.0,3.0,2.0,4.0,1,Covered,0.705,Punjab
Zirakpur,990.0,New Property,Semi-Furnished,3.0,3.0,3.0,3.0,4.0,1,Covered,0.545,Punjab
Zirakpur,1319.7980741426175,Resale,Furnished,2.0,0.0,3.0,0.0,3.0,2,Open,0.72,Punjab
Zirakpur,475.0,New Property,Semi-Furnished,1.0,1.0,1.0,3.0,9.0,1,Covered,0.305,Punjab
Zirakpur,1319.7980741426175,Resale,Unfurnished,3.0,3.0,3.0,4.0,6.0,1,Open,0.45,Punjab
Zirakpur,1050.0,Resale,Semi-Furnished,3.0,2.0,3.0,4.0,11.0,1,Open,0.63,Punjab
Zirakpur,1150.0,New Property,Semi-Furnished,3.0,2.0,3.0,4.0,7.0,0,Not Available,0.762,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,4.0,3.0,7.0,10.0,0,Not Available,0.48,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,4.0,4.0,3.0,14.0,0,Not Available,1.03,Punjab
Zirakpur,1100.0,New Property,Semi-Furnished,3.0,3.0,3.0,3.0,14.0,1,Covered,1.06,Punjab
Zirakpur,1600.0,New Property,Semi-Furnished,3.0,4.0,3.0,3.0,14.0,1,Covered,1.48,Punjab
Zirakpur,1180.0,Resale,Furnished,2.0,3.0,3.0,11.0,13.0,0,Not Available,0.5,Punjab
Zirakpur,1550.0,Resale,Semi-Furnished,3.0,4.0,3.0,3.0,6.0,1,Covered,0.7,Punjab
Zirakpur,595.0,New Property,Semi-Furnished,1.0,2.0,1.0,3.0,8.0,0,Not Available,0.24,Punjab
Zirakpur,829.0,New Property,Semi-Furnished,2.0,3.0,2.0,3.0,12.0,1,Covered,0.97,Punjab
Zirakpur,1265.0,New Property,Semi-Furnished,3.0,3.0,3.0,3.0,4.0,1,Covered,0.77,Punjab
Zirakpur,2250.0,New Property,Semi-Furnished,3.0,3.0,3.0,2.0,4.0,1,Covered,1.0,Punjab
Zirakpur,1600.0,New Property,Semi-Furnished,3.0,2.0,3.0,13.0,13.0,1,Covered,0.55,Punjab
Zirakpur,1800.0,Resale,Semi-Furnished,3.0,2.0,3.0,5.0,6.0,0,Not Available,0.7,Punjab
Zirakpur,1000.0,Resale,Semi-Furnished,2.0,2.0,3.0,1.0,5.0,1,Covered,0.43,Punjab
Zirakpur,800.0,Resale,Unfurnished,3.0,2.0,3.0,0.0,2.0,0,Not Available,0.4,Punjab
Zirakpur,1200.0,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,4.0,1,Covered,0.785,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,2.0,2.0,2.0,3.0,3.0,1,Covered,0.449,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,3.0,2.0,3.0,3.0,3.0,1,Covered,0.519,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,3.0,2.0,3.0,3.0,3.0,1,Covered,0.529,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,4.0,4.0,4.0,2.0,12.0,0,Not Available,0.7,Punjab
Zirakpur,1910.0,Resale,Semi-Furnished,4.0,3.0,4.0,7.0,12.0,1,Covered,0.85,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,2.0,2.0,2.0,4.0,12.0,1,Open,0.665,Punjab
Zirakpur,1100.0,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,3.0,1,Covered,0.579,Punjab
Zirakpur,630.0,New Property,Semi-Furnished,2.0,1.0,2.0,5.0,13.0,1,Covered,0.535,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,2.0,2.0,3.0,1.0,3.0,0,Not Available,0.31,Punjab
Zirakpur,1319.7980741426175,New Property,Unfurnished,3.0,2.0,3.0,2.0,4.0,0,Not Available,0.625,Punjab
Zirakpur,1600.0,Resale,Semi-Furnished,3.0,4.0,3.0,5.0,13.0,1,Covered,0.569,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,4.0,1,Covered,0.569,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,4.0,0,Not Available,0.622,Punjab
Zirakpur,980.0,Resale,Semi-Furnished,2.0,4.0,2.0,8.0,13.0,1,Covered,0.44,Punjab
Zirakpur,1319.7980741426175,Resale,Unfurnished,3.0,3.0,3.0,9.0,9.0,0,Not Available,0.65,Punjab
Zirakpur,1550.0,New Property,Semi-Furnished,3.0,3.0,3.0,2.0,4.0,1,Covered,1.59,Punjab
Zirakpur,1155.0,New Property,Semi-Furnished,3.0,2.0,3.0,3.0,4.0,1,Covered,0.753,Punjab
Zirakpur,810.0,New Property,Semi-Furnished,3.0,3.0,3.0,3.0,3.0,1,Covered,0.3989999999999999,Punjab
Zirakpur,1020.0,New Property,Furnished,2.0,3.0,2.0,9.0,13.0,1,Covered,0.38,Punjab
Zirakpur,1500.0,Resale,Semi-Furnished,3.0,3.0,3.0,4.0,11.0,1,Covered,0.86,Punjab
Zirakpur,1150.0,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,4.0,0,Not Available,0.615,Punjab
Zirakpur,1500.0,New Property,Semi-Furnished,3.0,3.0,3.0,2.0,4.0,1,Covered,0.696,Punjab
Zirakpur,589.0,New Property,Semi-Furnished,2.0,3.0,2.0,3.0,11.0,2,Covered,0.3989999999999999,Punjab
Zirakpur,450.0,Resale,Semi-Furnished,1.0,1.0,1.0,0.0,3.0,2,Open,0.255,Punjab
Zirakpur,960.0,New Property,Semi-Furnished,3.0,2.0,3.0,3.0,3.0,0,Not Available,0.5,Punjab
Zirakpur,850.0,Resale,Semi-Furnished,2.0,3.0,3.0,4.0,8.0,0,Not Available,0.675,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,2.0,3.0,1.0,5.0,1,Covered,0.48,Punjab
Zirakpur,1690.0,Resale,Semi-Furnished,3.0,4.0,3.0,0.0,13.0,1,Covered,0.55,Punjab
Zirakpur,1100.0,New Property,Semi-Furnished,2.0,2.0,2.0,1.0,3.0,0,Not Available,0.22,Punjab
Zirakpur,1319.7980741426175,Resale,Unknown,2.0,0.0,3.0,2.0,3.0,0,Not Available,0.35,Punjab
Zirakpur,1650.0,Resale,Furnished,4.0,2.0,4.0,2.0,12.0,1,Covered,1.3,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,3.0,1,Covered,0.519,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,0.0,3.0,1.0,3.0,0,Not Available,0.41,Punjab
Zirakpur,1155.0,New Property,Semi-Furnished,3.0,3.0,3.0,3.0,15.0,1,Covered,0.855,Punjab
Zirakpur,1300.0,Resale,Semi-Furnished,3.0,0.0,3.0,5.0,11.0,1,Open,0.6,Punjab
Zirakpur,1319.7980741426175,New Property,Furnished,3.0,3.0,3.0,6.0,11.0,0,Not Available,1.15,Punjab
Zirakpur,1950.0,New Property,Semi-Furnished,4.0,2.0,3.0,-1.0,4.0,0,Not Available,1.29,Punjab
Zirakpur,1600.0,Resale,Semi-Furnished,3.0,3.0,3.0,6.0,10.0,1,Covered,0.5,Punjab
Zirakpur,850.0,Resale,Semi-Furnished,2.0,2.0,2.0,2.0,2.0,0,Not Available,0.34,Punjab
Zirakpur,1250.0,Resale,Furnished,3.0,2.0,3.0,1.0,2.0,0,Not Available,0.55,Punjab
Zirakpur,1100.0,Resale,Semi-Furnished,3.0,4.0,3.0,11.0,14.0,1,Open,0.72,Punjab
Zirakpur,870.0,Resale,Semi-Furnished,2.0,1.0,2.0,3.0,8.0,0,Not Available,0.59,Punjab
Zirakpur,870.0,Resale,Semi-Furnished,2.0,1.0,2.0,3.0,8.0,0,Not Available,0.589,Punjab
Zirakpur,1250.0,Resale,Furnished,3.0,3.0,4.0,8.0,14.0,0,Not Available,1.5,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,3.0,3.0,8.0,14.0,0,Not Available,0.6,Punjab
Zirakpur,1319.7980741426175,Resale,Furnished,2.0,0.0,3.0,3.0,3.0,0,Not Available,0.5,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,3.0,6.0,0,Not Available,0.39,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,3.0,3.0,10.0,12.0,0,Not Available,0.6,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,4.0,12.0,0,Not Available,0.45,Punjab
Zirakpur,1380.0,New Property,Semi-Furnished,3.0,3.0,3.0,6.0,12.0,1,Covered,0.72,Punjab
Zirakpur,797.0,New Property,Semi-Furnished,2.0,3.0,2.0,4.0,13.0,1,Covered,0.735,Punjab
Zirakpur,800.0,Resale,Semi-Furnished,2.0,2.0,2.0,3.0,3.0,0,Not Available,0.22,Punjab
Zirakpur,720.0,New Property,Semi-Furnished,2.0,3.0,3.0,5.0,11.0,2,Covered,0.479,Punjab
Zirakpur,1850.0,New Property,Semi-Furnished,4.0,3.0,4.0,2.0,4.0,1,Covered,0.895,Punjab
Zirakpur,1053.0,Resale,Semi-Furnished,3.0,2.0,3.0,1.0,3.0,0,Not Available,0.389,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,0.0,3.0,3.0,9.0,0,Not Available,0.865,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,1.0,5.0,0,Not Available,0.299,Punjab
Zirakpur,1319.7980741426175,Resale,Unfurnished,1.0,0.0,1.0,1.0,7.0,0,Not Available,0.3,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,1.0,5.0,0,Not Available,0.315,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,3.0,5.0,0,Not Available,0.32,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,2.0,0.0,1.0,3.0,5.0,0,Not Available,0.32,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,1.0,0.0,1.0,2.0,5.0,0,Not Available,0.32,Punjab
Zirakpur,950.0,Resale,Semi-Furnished,2.0,1.0,2.0,3.0,4.0,0,Not Available,0.36,Punjab
Zirakpur,2100.0,Resale,Semi-Furnished,4.0,3.0,4.0,6.0,10.0,1,Covered,0.7,Punjab
Zirakpur,1400.0,New Property,Semi-Furnished,4.0,4.0,4.0,1.0,7.0,2,Covered,1.02,Punjab
Zirakpur,1550.0,New Property,Semi-Furnished,4.0,3.0,4.0,7.0,12.0,2,Covered,1.22,Punjab
Zirakpur,1205.0,Resale,Semi-Furnished,2.0,1.0,3.0,6.0,8.0,0,Not Available,0.805,Punjab
Zirakpur,1390.0,Resale,Semi-Furnished,3.0,1.0,3.0,3.0,8.0,0,Not Available,0.95,Punjab
Zirakpur,1100.0,Resale,Semi-Furnished,2.0,3.0,3.0,1.0,3.0,0,Not Available,0.32,Punjab
Zirakpur,1426.0,Resale,Semi-Furnished,3.0,1.0,3.0,8.0,8.0,0,Not Available,0.96,Punjab
Zirakpur,1411.0,Resale,Semi-Furnished,3.0,1.0,3.0,4.0,8.0,0,Not Available,0.989,Punjab
Zirakpur,1775.0,Resale,Semi-Furnished,3.0,4.0,5.0,9.0,10.0,1,Covered,1.3,Punjab
Zirakpur,1120.0,Resale,Semi-Furnished,2.0,1.0,3.0,1.0,8.0,0,Not Available,0.769,Punjab
Zirakpur,910.0,Resale,Semi-Furnished,2.0,1.0,2.0,2.0,8.0,0,Not Available,0.61,Punjab
Zirakpur,1500.0,New Property,Furnished,3.0,3.0,3.0,8.0,18.0,2,Covered,1.03,Punjab
Zirakpur,870.0,Resale,Semi-Furnished,2.0,1.0,3.0,5.0,8.0,0,Not Available,0.77,Punjab
Zirakpur,900.0,Resale,Semi-Furnished,2.0,1.0,2.0,1.0,8.0,0,Not Available,0.615,Punjab
Zirakpur,1224.0,Resale,Semi-Furnished,2.0,1.0,3.0,3.0,8.0,0,Not Available,0.8,Punjab
Zirakpur,1400.0,Resale,Semi-Furnished,3.0,1.0,3.0,5.0,8.0,0,Not Available,0.959,Punjab
Zirakpur,1413.0,Resale,Semi-Furnished,3.0,1.0,3.0,3.0,8.0,0,Not Available,0.969,Punjab
Zirakpur,1380.0,Resale,Semi-Furnished,3.0,1.0,3.0,6.0,8.0,0,Not Available,0.98,Punjab
Zirakpur,1610.0,Resale,Semi-Furnished,4.0,4.0,4.0,4.0,12.0,1,Covered,0.989,Punjab
Zirakpur,950.0,New Property,Unfurnished,3.0,2.0,3.0,1.0,3.0,0,Not Available,0.77,Punjab
Zirakpur,1000.0,Resale,Semi-Furnished,2.0,3.0,2.0,10.0,16.0,1,Covered,0.55,Punjab
Zirakpur,1500.0,New Property,Unfurnished,3.0,3.0,3.0,4.0,4.0,1,Covered,0.529,Punjab
Zirakpur,952.0,Resale,Semi-Furnished,3.0,3.0,3.0,6.0,11.0,1,Open,0.7,Punjab
Zirakpur,1400.0,Resale,Semi-Furnished,3.0,2.0,3.0,4.0,8.0,0,Not Available,0.7,Punjab
Zirakpur,1400.0,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,4.0,1,Covered,0.569,Punjab
Zirakpur,1000.0,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,3.0,1,Covered,0.505,Punjab
Zirakpur,1016.0,New Property,Semi-Furnished,3.0,2.0,3.0,8.0,10.0,1,Covered,0.8290000000000001,Punjab
Zirakpur,1150.0,New Property,Semi-Furnished,2.0,2.0,2.0,3.0,3.0,0,Not Available,0.23,Punjab
Zirakpur,1350.0,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,4.0,1,Covered,0.75,Punjab
Zirakpur,1319.7980741426175,Resale,Furnished,2.0,3.0,3.0,5.0,6.0,0,Not Available,0.45,Punjab
Zirakpur,950.0,New Property,Semi-Furnished,2.0,2.0,3.0,2.0,4.0,1,Covered,0.541,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,4.0,1,Covered,0.619,Punjab
Zirakpur,998.0,New Property,Unfurnished,3.0,4.0,3.0,5.0,16.0,2,Covered,0.961,Punjab
Zirakpur,1100.0,New Property,Semi-Furnished,3.0,2.0,3.0,3.0,4.0,1,Covered,0.759,Punjab
Zirakpur,990.0,Resale,Semi-Furnished,2.0,2.0,2.0,1.0,9.0,0,Not Available,0.7,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,2.0,2.0,2.0,1.0,8.0,1,Open,0.54,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,4.0,0,Not Available,0.695,Punjab
Zirakpur,1450.0,New Property,Semi-Furnished,3.0,3.0,3.0,3.0,5.0,1,Covered,1.18,Punjab
Zirakpur,833.0,New Property,Unfurnished,2.0,3.0,3.0,3.0,3.0,0,Not Available,0.37,Punjab
Zirakpur,1319.7980741426175,New Property,Unfurnished,3.0,3.0,3.0,2.0,3.0,0,Not Available,0.45,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,2.0,0,Not Available,0.693,Punjab
Zirakpur,1195.0,New Property,Semi-Furnished,3.0,4.0,3.0,3.0,14.0,1,Covered,1.06,Punjab
Zirakpur,700.0,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,3.0,1,Covered,0.43,Punjab
Zirakpur,1550.0,New Property,Semi-Furnished,3.0,4.0,3.0,2.0,3.0,1,Covered,0.779,Punjab
Zirakpur,1755.0,Resale,Semi-Furnished,5.0,4.0,5.0,5.0,10.0,1,Open,1.2,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,3.0,3.0,3.0,5.0,14.0,1,Covered,1.39,Punjab
Zirakpur,1495.0,New Property,Semi-Furnished,3.0,2.0,3.0,2.0,4.0,0,Not Available,0.627,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,2.0,1.0,2.0,6.0,6.0,1,Covered,0.33,Punjab
Zirakpur,1000.0,Resale,Semi-Furnished,3.0,2.0,3.0,1.0,3.0,0,Not Available,0.55,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,2.0,0.0,2.0,3.0,6.0,0,Not Available,0.33,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,2.0,0.0,2.0,6.0,6.0,0,Not Available,0.34,Punjab
Zirakpur,889.0,New Property,Semi-Furnished,2.0,2.0,3.0,3.0,5.0,1,Covered,0.585,Punjab
Zirakpur,1319.7980741426175,Resale,Unfurnished,4.0,3.0,4.0,9.0,14.0,1,Covered,0.8,Punjab
Zirakpur,1388.0,New Property,Semi-Furnished,3.0,3.0,3.0,8.0,18.0,1,Covered,1.03,Punjab
Zirakpur,1319.7980741426175,Resale,Furnished,3.0,0.0,2.0,1.0,3.0,1,Open,1.15,Punjab
Zirakpur,950.0,New Property,Semi-Furnished,2.0,2.0,3.0,2.0,4.0,1,Covered,0.551,Punjab
Zirakpur,1155.0,Resale,Semi-Furnished,3.0,3.0,3.0,2.0,4.0,1,Covered,0.615,Punjab
Zirakpur,1155.0,Resale,Semi-Furnished,3.0,3.0,3.0,3.0,4.0,1,Covered,0.625,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,3.0,2.0,3.0,1.0,3.0,1,Covered,0.625,Punjab
Zirakpur,1500.0,Resale,Semi-Furnished,3.0,2.0,3.0,2.0,2.0,0,Not Available,0.45,Punjab
Zirakpur,1400.0,Resale,Semi-Furnished,3.0,3.0,3.0,4.0,7.0,1,Open,0.55,Punjab
Zirakpur,1228.0,New Property,Semi-Furnished,2.0,2.0,3.0,4.0,11.0,0,Not Available,1.1,Punjab
Zirakpur,1050.0,New Property,Semi-Furnished,3.0,3.0,3.0,3.0,10.0,1,Covered,0.765,Punjab
Zirakpur,1319.7980741426175,Resale,Semi-Furnished,3.0,4.0,3.0,5.0,8.0,1,Covered,0.57,Punjab
Zirakpur,980.0,New Property,Semi-Furnished,2.0,2.0,3.0,2.0,4.0,1,Covered,0.53,Punjab
Zirakpur,1150.0,New Property,Semi-Furnished,3.0,3.0,3.0,4.0,4.0,1,Covered,0.695,Punjab
Zirakpur,1319.7980741426175,New Property,Semi-Furnished,3.0,2.0,3.0,3.0,4.0,0,Not Available,0.5720000000000001,Punjab
